FL079,姬百合,紫多朵
FL100,LA 百合,
FL110,LA 百合,紅
FL111,LA 百合,紅單朵
FL112,LA 百合,紅雙朵
FL113,LA 百合,紅三朵
FL114,LA 百合,紅四朵
FL115,LA 百合,紅五朵
FL119,LA 百合,紅多朵
FL120,LA 百合,橙
FL121,LA 百合,橙單朵
FL122,LA 百合,橙雙朵
FL123,LA 百合,橙三朵
FL124,LA 百合,橙四朵
FL125,LA 百合,橙五朵
FL129,LA 百合,橙多朵
FL130,LA 百合,黃
FL131,LA 百合,黃單朵
FL132,LA 百合,黃雙朵
FL133,LA 百合,黃三朵
FL134,LA 百合,黃四朵
FL135,LA 百合,黃五朵
FL139,LA 百合,黃多朵
FL140,LA 百合,粉
FL141,LA 百合,粉單朵
FL142,LA 百合,粉雙朵
FL143,LA 百合,粉三朵
FL144,LA 百合,粉四朵
FL145,LA 百合,粉五朵
FL149,LA 百合,粉多朵
FL150,LA 百合,木瓜黃
FL151,LA 百合,木瓜黃單朵
FL152,LA 百合,木瓜黃雙朵
FL153,LA 百合,木瓜黃三朵
FL154,LA 百合,木瓜黃四朵
FL155,LA 百合,木瓜黃五朵
FL159,LA 百合,木瓜黃多朵
FL160,LA 百合,白
FL161,LA 百合,白單朵
FL162,LA 百合,白雙朵
FL163,LA 百合,白三朵
FL164,LA 百合,白四朵
FL165,LA 百合,白五朵
FL169,LA 百合,白多朵
FL220,LA 百合,皇家五號
FL221,LA 百合,皇家五號單朵
FL222,LA 百合,皇家五號雙朵
FL223,LA 百合,皇家五號三朵
FL229,LA 百合,皇家五號多朵
FO000,蘭花,
FO002,腎藥蘭,
FO005,腎藥蘭,淺紅色
FO006,腎藥蘭,深紅色
FO007,千代蘭,
FO008,嘉德麗蘭,
FO009,萬代蘭,
FO010,蜘蛛蘭,
FO011,拖鞋蘭,
FO012,報歲蘭,
FO013,黃后蘭,
FO014,樹蘭,
FO020,萬代蘭,巨輪混色
FO021,萬代蘭,巨輪紅
FO022,萬代蘭,巨輪橙
FO023,萬代蘭,巨輪黃
FO024,萬代蘭,巨輪粉
FO025,萬代蘭,巨輪綠
FO026,萬代蘭,巨輪白
FO027,萬代蘭,巨輪紫
FO028,萬代蘭,巨輪淺紫
FO029,萬代蘭,巨輪棕
FO201,虎頭蘭,大輪
FO202,虎頭蘭,中、小輪
FO203,虎頭蘭,黃金小神童
FO210,虎頭蘭,大輪混色
FO211,虎頭蘭,大輪紅
FO212,虎頭蘭,大輪橙
FO213,虎頭蘭,大輪黃
FO214,虎頭蘭,大輪粉
FO215,虎頭蘭,大輪綠
FO216,虎頭蘭,大輪白
FO220,虎頭蘭,中輪混色
FO221,虎頭蘭,中輪紅
FO222,虎頭蘭,中輪橙
FO223,虎頭蘭,中輪黃
FO224,虎頭蘭,中輪粉
FO225,虎頭蘭,中輪綠
FO226,虎頭蘭,中輪白
FO331,大文心蘭,
FO332,小文心蘭,
FO333,香水文心蘭,
FO334,香水文心蘭,黃金
FO335,檸檬綠文心蘭,
FO339,迷你文心蘭,
FO361,文心蘭,白雪
FO500,石斛蘭,混合色
FO510,石斛蘭,紅
FO517,石斛蘭,大紫紅
FO519,石斛蘭,深紅
FO534,石斛蘭,綠寶石黃
FO540,石斛蘭,粉
FO541,石斛蘭,荷粉
FO560,石斛蘭,白
FO561,石斛蘭,白紅心
FO570,石斛蘭,紫
FO600,蝴蝶蘭,混色
